tmc_code,measurement_tstamp,speed,average_speed,reference_speed,travel_time_seconds,confidence_score,cvalue
TMC009,01/17/2019 15:25,55.16,55.16,65.0,45.69,25,
TMC009,01/17/2019 15:30,62.5,62.5,65.0,40.32,25,
TMC009,01/17/2019 15:35,61.83,61.83,65.0,40.76,25,
TMC009,01/17/2019 15:40,63.02,63.02,65.0,39.99,25,
TMC009,01/17/2019 15:45,68.76,68.76,65.0,36.65,25,
TMC009,01/17/2019 15:50,59.52,59.52,65.0,42.34,25,
TMC009,01/17/2019 15:55,57.21,57.21,65.0,44.05,25,
TMC009,01/17/2019 16:00,53.1,53.1,65.0,47.45,25,
TMC009,01/17/2019 16:05,56.22,56.22,65.0,44.83,25,
TMC009,01/17/2019 16:10,50.88,50.88,65.0,49.53,25,
TMC009,01/17/2019 16:15,45.06,45.06,65.0,55.93,25,100.0
TMC009,01/17/2019 16:20,41.44,41.44,65.0,60.81,25,100.0
TMC009,01/17/2019 16:25,41.52,41.52,65.0,60.69,25,100.0
TMC009,01/17/2019 16:30,42.21,42.21,65.0,59.7,25,100.0
TMC009,01/17/2019 16:35,34.98,34.98,65.0,72.04,25,100.0
TMC009,01/17/2019 16:40,41.97,41.97,65.0,60.04,25,100.0
TMC009,01/17/2019 16:45,30.47,30.47,65.0,82.71,25,100.0
TMC009,01/17/2019 16:50,31.44,31.44,65.0,80.16,25,100.0
TMC009,01/17/2019 16:55,32.33,32.33,65.0,77.95,25,100.0
TMC009,01/17/2019 17:00,28.59,28.59,65.0,88.13,25,100.0
TMC009,01/17/2019 17:05,30.39,30.39,65.0,82.93,25,100.0
TMC009,01/17/2019 17:10,30.1,30.1,65.0,83.72,25,100.0
TMC009,01/17/2019 17:15,32.21,32.21,65.0,78.24,25,100.0
TMC009,01/17/2019 17:20,27.82,27.82,65.0,90.58,25,100.0
TMC009,01/17/2019 17:25,37.34,37.34,65.0,67.49,25,100.0
TMC009,01/17/2019 17:30,40.33,40.33,65.0,62.48,25,100.0
TMC009,01/17/2019 17:35,40.85,40.85,65.0,61.69,25,100.0
TMC009,01/17/2019 17:40,46.17,46.17,65.0,54.58,25,100.0
TMC009,01/17/2019 17:45,49.06,49.06,65.0,51.37,25,100.0
TMC009,01/17/2019 17:50,45.72,45.72,65.0,55.12,25,100.0
TMC009,01/17/2019 17:55,49.29,49.29,65.0,51.13,25,100.0
TMC009,01/17/2019 18:00,55.36,55.36,65.0,45.52,25,
TMC009,01/17/2019 18:05,53.79,53.79,65.0,46.85,25,
TMC009,01/17/2019 18:10,57.52,57.52,65.0,43.81,25,
TMC009,01/17/2019 18:15,59.98,59.98,65.0,42.01,25,
TMC009,01/17/2019 18:20,58.93,58.93,65.0,42.76,25,
TMC009,01/17/2019 18:25,61.97,61.97,65.0,40.66,25,
TMC009,01/17/2019 18:30,66.09,66.09,65.0,38.13,25,
TMC009,01/17/2019 18:35,63.26,63.26,65.0,39.83,25,
TMC009,01/17/2019 18:40,65.6,65.6,65.0,38.41,25,
TMC009,01/17/2019 18:45,62.37,62.37,65.0,40.4,25,
TMC009,01/17/2019 18:50,62.5,62.5,65.0,40.32,25,
TMC009,01/17/2019 18:55,65.49,65.49,65.0,38.48,25,
TMC009,01/17/2019 19:00,59.06,59.06,65.0,42.67,25,
TMC009,01/17/2019 19:05,63.63,63.63,65.0,39.6,25,
TMC009,01/17/2019 19:10,61.85,61.85,65.0,40.75,25,
TMC009,01/17/2019 19:15,63.17,63.17,65.0,39.89,25,
TMC009,01/17/2019 19:20,56.31,56.31,65.0,44.75,25,
TMC009,01/17/2019 19:25,63.13,63.13,65.0,39.92,25,
TMC009,01/17/2019 19:30,61.99,61.99,65.0,40.65,25,
TMC009,01/17/2019 19:35,57.98,57.98,65.0,43.46,25,
TMC009,01/17/2019 19:40,68.01,68.01,65.0,37.06,25,
TMC009,01/17/2019 19:45,63.81,63.81,65.0,39.49,25,
TMC009,01/17/2019 19:50,64.73,64.73,65.0,38.93,25,
TMC009,01/17/2019 19:55,66.67,66.67,65.0,37.8,25,
TMC009,01/17/2019 20:00,63.3,63.3,65.0,39.81,25,
TMC009,01/17/2019 20:05,62.04,62.04,65.0,40.62,25,
TMC009,01/17/2019 20:10,67.74,67.74,65.0,37.2,25,
TMC009,01/17/2019 20:15,63.4,63.4,65.0,39.74,25,
TMC009,01/17/2019 20:20,58.68,58.68,65.0,42.95,25,
TMC009,01/17/2019 20:25,59.31,59.31,65.0,42.49,25,
TMC009,01/17/2019 20:30,64.93,64.93,65.0,38.81,25,
TMC009,01/17/2019 20:35,60.97,60.97,65.0,41.33,25,
TMC009,01/17/2019 20:40,63.43,63.43,65.0,39.73,25,
TMC009,01/17/2019 20:45,57.5,57.5,65.0,43.83,25,
TMC009,01/17/2019 20:50,59.37,59.37,65.0,42.45,25,
TMC009,01/17/2019 20:55,60.14,60.14,65.0,41.9,25,
TMC009,01/17/2019 21:00,55.25,55.25,65.0,45.61,25,
TMC009,01/17/2019 21:05,66.31,66.31,65.0,38.01,25,
TMC009,01/17/2019 21:10,58.4,58.4,65.0,43.15,25,
TMC009,01/17/2019 21:15,60.88,60.88,65.0,41.39,25,
TMC009,01/17/2019 21:20,66.4,66.4,65.0,37.95,25,
TMC009,01/17/2019 21:25,65.83,65.83,65.0,38.28,25,
TMC009,01/17/2019 21:30,65.44,65.44,65.0,38.51,25,
TMC009,01/17/2019 21:35,63.71,63.71,65.0,39.55,25,
TMC009,01/17/2019 21:40,55.68,55.68,65.0,45.26,25,
TMC009,01/17/2019 21:45,60.05,60.05,65.0,41.96,25,
TMC009,01/17/2019 21:50,56.91,56.91,65.0,44.28,25,
TMC009,01/17/2019 21:55,56.43,56.43,65.0,44.66,25,
TMC009,01/17/2019 22:00,59.56,59.56,65.0,42.31,25,
TMC009,01/17/2019 22:05,58.25,58.25,65.0,43.26,25,
TMC009,01/17/2019 22:10,60.42,60.42,65.0,41.71,25,
TMC009,01/17/2019 22:15,62.72,62.72,65.0,40.18,25,
TMC009,01/17/2019 22:20,60.46,60.46,65.0,41.68,25,
TMC009,01/17/2019 22:25,63.67,63.67,65.0,39.58,25,
TMC009,01/17/2019 22:30,67.27,67.27,65.0,37.46,25,
TMC009,01/17/2019 22:35,64.22,64.22,65.0,39.24,25,
TMC009,01/17/2019 22:40,67.23,67.23,65.0,37.48,25,
TMC009,01/17/2019 22:45,62.48,62.48,65.0,40.33,25,
TMC009,01/17/2019 22:50,66.0,66.0,65.0,38.18,25,
TMC009,01/17/2019 22:55,64.07,64.07,65.0,39.33,25,
TMC009,01/17/2019 23:00,54.9,54.9,65.0,45.9,25,
TMC009,01/17/2019 23:05,61.96,61.96,65.0,40.67,25,
TMC009,01/17/2019 23:10,59.68,59.68,65.0,42.23,25,
TMC009,01/17/2019 23:15,60.51,60.51,65.0,41.64,25,
TMC009,01/17/2019 23:20,64.81,64.81,65.0,38.89,25,
TMC009,01/17/2019 23:25,63.49,63.49,65.0,39.69,25,
TMC009,01/17/2019 23:30,62.64,62.64,65.0,40.23,25,
TMC009,01/17/2019 23:35,59.46,59.46,65.0,42.38,25,
TMC009,01/17/2019 23:40,58.51,58.51,65.0,43.07,25,
TMC009,01/17/2019 23:45,58.59,58.59,65.0,43.01,25,
TMC009,01/17/2019 23:50,57.23,57.23,65.0,44.03,25,
TMC009,01/17/2019 23:55,63.52,63.52,65.0,39.67,25,
TMC010,01/17/2019 00:00,58.42,58.42,65.0,43.13,25,
TMC010,01/17/2019 00:05,59.25,59.25,65.0,42.54,25,
TMC010,01/17/2019 00:10,64.19,64.19,65.0,39.26,25,
TMC010,01/17/2019 00:15,58.44,58.44,65.0,43.12,25,
TMC010,01/17/2019 00:20,56.9,56.9,65.0,44.28,25,
TMC010,01/17/2019 00:25,58.29,58.29,65.0,43.23,25,
TMC010,01/17/2019 00:30,59.81,59.81,65.0,42.13,25,
TMC010,01/17/2019 00:35,64.07,64.07,65.0,39.33,25,
TMC010,01/17/2019 00:40,60.12,60.12,65.0,41.92,25,
TMC010,01/17/2019 00:45,60.77,60.77,65.0,41.47,25,
TMC010,01/17/2019 00:50,57.95,57.95,65.0,43.49,25,
TMC010,01/17/2019 00:55,59.91,59.91,65.0,42.06,25,
TMC010,01/17/2019 01:00,56.64,56.64,65.0,44.49,25,
TMC010,01/17/2019 01:05,59.14,59.14,65.0,42.61,25,
TMC010,01/17/2019 01:10,61.58,61.58,65.0,40.92,25,
TMC010,01/17/2019 01:15,62.49,62.49,65.0,40.32,25,
TMC010,01/17/2019 01:20,57.64,57.64,65.0,43.72,25,
TMC010,01/17/2019 01:25,64.45,64.45,65.0,39.1,25,
TMC010,01/17/2019 01:30,59.97,59.97,65.0,42.02,25,
TMC010,01/17/2019 01:35,59.33,59.33,65.0,42.47,25,
TMC010,01/17/2019 01:40,62.76,62.76,65.0,40.15,25,
TMC010,01/17/2019 01:45,62.03,62.03,65.0,40.62,25,
TMC010,01/17/2019 01:50,62.23,62.23,65.0,40.5,25,
TMC010,01/17/2019 01:55,61.53,61.53,65.0,40.96,25,
TMC010,01/17/2019 02:00,61.6,61.6,65.0,40.91,25,
TMC010,01/17/2019 02:05,66.45,66.45,65.0,37.92,25,
TMC010,01/17/2019 02:10,60.56,60.56,65.0,41.61,25,
TMC010,01/17/2019 02:15,64.14,64.14,65.0,39.29,25,
TMC010,01/17/2019 02:20,65.17,65.17,65.0,38.67,25,
TMC010,01/17/2019 02:25,58.02,58.02,65.0,43.43,25,
TMC010,01/17/2019 02:30,59.67,59.67,65.0,42.23,25,
TMC010,01/17/2019 02:35,53.24,53.24,65.0,47.34,25,
TMC010,01/17/2019 02:40,62.81,62.81,65.0,40.12,25,
TMC010,01/17/2019 02:45,59.94,59.94,65.0,42.04,25,
TMC010,01/17/2019 02:50,67.33,67.33,65.0,37.43,25,
TMC010,01/17/2019 02:55,61.34,61.34,65.0,41.08,25,
TMC010,01/17/2019 03:00,60.6,60.6,65.0,41.59,25,
TMC010,01/17/2019 03:05,66.21,66.21,65.0,38.06,25,
TMC010,01/17/2019 03:10,63.72,63.72,65.0,39.55,25,
TMC010,01/17/2019 03:15,59.98,59.98,65.0,42.01,25,
TMC010,01/17/2019 03:20,66.21,66.21,65.0,38.06,25,
TMC010,01/17/2019 03:25,65.63,65.63,65.0,38.39,25,
TMC010,01/17/2019 03:30,59.48,59.48,65.0,42.37,25,
TMC010,01/17/2019 03:35,59.74,59.74,65.0,42.18,25,
TMC010,01/17/2019 03:40,62.59,62.59,65.0,40.26,25,
TMC010,01/17/2019 03:45,57.07,57.07,65.0,44.15,25,
TMC010,01/17/2019 03:50,61.04,61.04,65.0,41.28,25,
TMC010,01/17/2019 03:55,70.0,70.0,65.0,36.0,25,
TMC010,01/17/2019 04:00,62.6,62.6,65.0,40.25,25,
TMC010,01/17/2019 04:05,63.2,63.2,65.0,39.88,25,
TMC010,01/17/2019 04:10,62.01,62.01,65.0,40.64,25,
TMC010,01/17/2019 04:15,70.0,70.0,65.0,36.0,25,
TMC010,01/17/2019 04:20,64.22,64.22,65.0,39.24,25,
TMC010,01/17/2019 04:25,63.02,63.02,65.0,39.99,25,
TMC010,01/17/2019 04:30,58.82,58.82,65.0,42.84,25,
TMC010,01/17/2019 04:35,65.04,65.04,65.0,38.74,25,
TMC010,01/17/2019 04:40,66.28,66.28,65.0,38.02,25,
TMC010,01/17/2019 04:45,59.47,59.47,65.0,42.37,25,
TMC010,01/17/2019 04:50,58.83,58.83,65.0,42.84,25,
TMC010,01/17/2019 04:55,63.34,63.34,65.0,39.78,25,
TMC010,01/17/2019 05:00,59.7,59.7,65.0,42.21,25,
TMC010,01/17/2019 05:05,61.64,61.64,65.0,40.88,25,
TMC010,01/17/2019 05:10,64.1,64.1,65.0,39.32,25,
TMC010,01/17/2019 05:15,61.99,61.99,65.0,40.65,25,
TMC010,01/17/2019 05:20,64.21,64.21,65.0,39.25,25,
TMC010,01/17/2019 05:25,56.26,56.26,65.0,44.79,25,
TMC010,01/17/2019 05:30,61.34,61.34,65.0,41.08,25,
TMC010,01/17/2019 05:35,59.05,59.05,65.0,42.67,25,
TMC010,01/17/2019 05:40,57.49,57.49,65.0,43.84,25,
TMC010,01/17/2019 05:45,62.64,62.64,65.0,40.23,25,
TMC010,01/17/2019 05:50,64.48,64.48,65.0,39.08,25,
TMC010,01/17/2019 05:55,65.72,65.72,65.0,38.34,25,
TMC010,01/17/2019 06:00,64.43,64.43,65.0,39.12,25,
TMC010,01/17/2019 06:05,67.14,67.14,65.0,37.53,25,
TMC010,01/17/2019 06:10,62.56,62.56,65.0,40.28,25,
TMC010,01/17/2019 06:15,59.75,59.75,65.0,42.18,25,
TMC010,01/17/2019 06:20,59.25,59.25,65.0,42.53,25,
TMC010,01/17/2019 06:25,59.98,59.98,65.0,42.02,25,
TMC010,01/17/2019 06:30,54.31,54.31,65.0,46.4,25,
TMC010,01/17/2019 06:35,57.85,57.85,65.0,43.56,25,
TMC010,01/17/2019 06:40,57.69,57.69,65.0,43.68,25,
TMC010,01/17/2019 06:45,57.52,57.52,65.0,43.81,25,
TMC010,01/17/2019 06:50,44.81,44.81,65.0,56.23,25,100.0
TMC010,01/17/2019 06:55,45.99,45.99,65.0,54.79,25,100.0
TMC010,01/17/2019 07:00,49.42,49.42,65.0,51.0,25,100.0
TMC010,01/17/2019 07:05,48.3,48.3,65.0,52.18,25,100.0
TMC010,01/17/2019 07:10,44.25,44.25,65.0,56.95,25,100.0
TMC010,01/17/2019 07:15,39.07,39.07,65.0,64.5,25,100.0
TMC010,01/17/2019 07:20,43.27,43.27,65.0,58.24,25,100.0
TMC010,01/17/2019 07:25,42.6,42.6,65.0,59.15,25,100.0
TMC010,01/17/2019 07:30,42.26,42.26,65.0,59.64,25,100.0
TMC010,01/17/2019 07:35,44.1,44.1,65.0,57.15,25,100.0
TMC010,01/17/2019 07:40,42.08,42.08,65.0,59.88,25,100.0
TMC010,01/17/2019 07:45,50.13,50.13,65.0,50.27,25,
TMC010,01/17/2019 07:50,51.94,51.94,65.0,48.52,25,
TMC010,01/17/2019 07:55,51.9,51.9,65.0,48.55,25,
TMC010,01/17/2019 08:00,53.37,53.37,65.0,47.22,25,
TMC010,01/17/2019 08:05,48.23,48.23,65.0,52.25,25,100.0
TMC010,01/17/2019 08:10,50.86,50.86,65.0,49.55,25,
TMC010,01/17/2019 08:15,48.21,48.21,65.0,52.27,25,100.0
TMC010,01/17/2019 08:20,53.3,53.3,65.0,47.28,25,
TMC010,01/17/2019 08:25,53.95,53.95,65.0,46.71,25,
TMC010,01/17/2019 08:30,56.48,56.48,65.0,44.62,25,
TMC010,01/17/2019 08:35,54.38,54.38,65.0,46.34,25,
TMC010,01/17/2019 08:40,59.0,59.0,65.0,42.71,25,
TMC010,01/17/2019 08:45,65.16,65.16,65.0,38.68,25,
TMC010,01/17/2019 08:50,60.85,60.85,65.0,41.41,25,
TMC010,01/17/2019 08:55,64.68,64.68,65.0,38.96,25,
TMC010,01/17/2019 09:00,61.84,61.84,65.0,40.75,25,
TMC010,01/17/2019 09:05,61.92,61.92,65.0,40.7,25,
TMC010,01/17/2019 09:10,54.34,54.34,65.0,46.37,25,
TMC010,01/17/2019 09:15,63.47,63.47,65.0,39.7,25,
TMC010,01/17/2019 09:20,62.99,62.99,65.0,40.0,25,
TMC010,01/17/2019 09:25,58.32,58.32,65.0,43.21,25,
TMC010,01/17/2019 09:30,61.63,61.63,65.0,40.89,25,
TMC010,01/17/2019 09:35,63.4,63.4,65.0,39.75,25,
TMC010,01/17/2019 09:40,62.6,62.6,65.0,40.26,25,
TMC010,01/17/2019 09:45,55.8,55.8,65.0,45.16,25,
TMC010,01/17/2019 09:50,59.75,59.75,65.0,42.18,25,
TMC010,01/17/2019 09:55,62.17,62.17,65.0,40.54,25,
TMC010,01/17/2019 10:00,67.91,67.91,65.0,37.11,25,
TMC010,01/17/2019 10:05,61.83,61.83,65.0,40.76,25,
TMC010,01/17/2019 10:10,56.17,56.17,65.0,44.86,25,
TMC010,01/17/2019 10:15,63.49,63.49,65.0,39.69,25,
TMC010,01/17/2019 10:20,63.97,63.97,65.0,39.4,25,
TMC010,01/17/2019 10:25,67.39,67.39,65.0,37.39,25,
TMC010,01/17/2019 10:30,65.95,65.95,65.0,38.21,25,
TMC010,01/17/2019 10:35,58.19,58.19,65.0,43.31,25,
TMC010,01/17/2019 10:40,59.7,59.7,65.0,42.21,25,
TMC010,01/17/2019 10:45,59.01,59.01,65.0,42.71,25,
TMC010,01/17/2019 10:50,62.47,62.47,65.0,40.34,25,
TMC010,01/17/2019 10:55,65.42,65.42,65.0,38.52,25,
TMC010,01/17/2019 11:00,64.86,64.86,65.0,38.85,25,
TMC010,01/17/2019 11:05,63.29,63.29,65.0,39.82,25,
TMC010,01/17/2019 11:10,58.39,58.39,65.0,43.16,25,
TMC010,01/17/2019 11:15,59.41,59.41,65.0,42.42,25,
TMC010,01/17/2019 11:20,59.97,59.97,65.0,42.02,25,
TMC010,01/17/2019 11:25,60.88,60.88,65.0,41.39,25,
TMC010,01/17/2019 11:30,63.61,63.61,65.0,39.62,25,
TMC010,01/17/2019 11:35,63.13,63.13,65.0,39.92,25,
TMC010,01/17/2019 11:40,68.77,68.77,65.0,36.65,25,
TMC010,01/17/2019 11:45,63.24,63.24,65.0,39.85,25,
TMC010,01/17/2019 11:50,65.49,65.49,65.0,38.48,25,
TMC010,01/17/2019 11:55,61.86,61.86,65.0,40.74,25,
TMC010,01/17/2019 12:00,62.3,62.3,65.0,40.45,25,
TMC010,01/17/2019 12:05,65.64,65.64,65.0,38.39,25,
TMC010,01/17/2019 12:10,65.78,65.78,65.0,38.31,25,
TMC010,01/17/2019 12:15,54.43,54.43,65.0,46.29,25,
TMC010,01/17/2019 12:20,67.27,67.27,65.0,37.46,25,
TMC010,01/17/2019 12:25,66.15,66.15,65.0,38.09,25,
TMC010,01/17/2019 12:30,57.29,57.29,65.0,43.99,25,
TMC010,01/17/2019 12:35,64.27,64.27,65.0,39.21,25,
TMC010,01/17/2019 12:40,64.2,64.2,65.0,39.25,25,
TMC010,01/17/2019 12:45,60.64,60.64,65.0,41.56,25,
TMC010,01/17/2019 12:50,58.97,58.97,65.0,42.73,25,
TMC010,01/17/2019 12:55,66.65,66.65,65.0,37.81,25,
TMC010,01/17/2019 13:00,58.73,58.73,65.0,42.91,25,
TMC010,01/17/2019 13:05,65.48,65.48,65.0,38.49,25,
TMC010,01/17/2019 13:10,61.99,61.99,65.0,40.65,25,
TMC010,01/17/2019 13:15,65.28,65.28,65.0,38.6,25,
TMC010,01/17/2019 13:20,60.96,60.96,65.0,41.34,25,
TMC010,01/17/2019 13:25,61.76,61.76,65.0,40.8,25,
TMC010,01/17/2019 13:30,60.12,60.12,65.0,41.92,25,
TMC010,01/17/2019 13:35,62.71,62.71,65.0,40.19,25,
TMC010,01/17/2019 13:40,66.66,66.66,65.0,37.81,25,
TMC010,01/17/2019 13:45,66.49,66.49,65.0,37.9,25,
TMC010,01/17/2019 13:50,62.6,62.6,65.0,40.26,25,
TMC010,01/17/2019 13:55,68.5,68.5,65.0,36.79,25,
TMC010,01/17/2019 14:00,60.36,60.36,65.0,41.75,25,
TMC010,01/17/2019 14:05,55.12,55.12,65.0,45.72,25,
TMC010,01/17/2019 14:10,62.41,62.41,65.0,40.38,25,
TMC010,01/17/2019 14:15,59.6,59.6,65.0,42.28,25,
TMC010,01/17/2019 14:20,63.03,63.03,65.0,39.98,25,
TMC010,01/17/2019 14:25,64.62,64.62,65.0,39.0,25,
TMC010,01/17/2019 14:30,56.21,56.21,65.0,44.83,25,
TMC010,01/17/2019 14:35,62.79,62.79,65.0,40.13,25,
TMC010,01/17/2019 14:40,69.21,69.21,65.0,36.41,25,
TMC010,01/17/2019 14:45,59.85,59.85,65.0,42.11,25,
TMC010,01/17/2019 14:50,67.44,67.44,65.0,37.37,25,
TMC010,01/17/2019 14:55,61.22,61.22,65.0,41.16,25,
TMC010,01/17/2019 15:00,60.27,60.27,65.0,41.81,25,
TMC010,01/17/2019 15:05,59.95,59.95,65.0,42.04,25,
TMC010,01/17/2019 15:10,64.31,64.31,65.0,39.19,25,
TMC010,01/17/2019 15:15,62.97,62.97,65.0,40.02,25,
TMC010,01/17/2019 15:20,67.77,67.77,65.0,37.18,25,
TMC010,01/17/2019 15:25,62.58,62.58,65.0,40.27,25,
TMC010,01/17/2019 15:30,62.32,62.32,65.0,40.44,25,
TMC010,01/17/2019 15:35,56.95,56.95,65.0,44.25,25,
TMC010,01/17/2019 15:40,61.79,61.79,65.0,40.78,25,
TMC010,01/17/2019 15:45,60.1,60.1,65.0,41.93,25,
TMC010,01/17/2019 15:50,67.22,67.22,65.0,37.49,25,
TMC010,01/17/2019 15:55,55.0,55.0,65.0,45.82,25,
TMC010,01/17/2019 16:00,55.24,55.24,65.0,45.62,25,
TMC010,01/17/2019 16:05,54.78,54.78,65.0,46.0,25,
TMC010,01/17/2019 16:10,47.98,47.98,65.0,52.52,25,100.0
TMC010,01/17/2019 16:15,50.67,50.67,65.0,49.74,25,
TMC010,01/17/2019 16:20,50.57,50.57,65.0,49.83,25,
TMC010,01/17/2019 16:25,50.15,50.15,65.0,50.25,25,
TMC010,01/17/2019 16:30,44.94,44.94,65.0,56.08,25,100.0
TMC010,01/17/2019 16:35,44.8,44.8,65.0,56.25,25,100.0
TMC010,01/17/2019 16:40,38.51,38.51,65.0,65.44,25,100.0
TMC010,01/17/2019 16:45,43.29,43.29,65.0,58.22,25,100.0
TMC010,01/17/2019 16:50,39.37,39.37,65.0,64.01,25,100.0
TMC010,01/17/2019 16:55,36.08,36.08,65.0,69.84,25,100.0
TMC010,01/17/2019 17:00,36.92,36.92,65.0,68.26,25,100.0
TMC010,01/17/2019 17:05,32.78,32.78,65.0,76.88,25,100.0
TMC010,01/17/2019 17:10,39.58,39.58,65.0,63.67,25,100.0
TMC010,01/17/2019 17:15,41.3,41.3,65.0,61.01,25,100.0
TMC010,01/17/2019 17:20,40.74,40.74,65.0,61.85,25,100.0
TMC010,01/17/2019 17:25,42.34,42.34,65.0,59.51,25,100.0
TMC010,01/17/2019 17:30,41.94,41.94,65.0,60.09,25,100.0
TMC010,01/17/2019 17:35,44.85,44.85,65.0,56.19,25,100.0
TMC010,01/17/2019 17:40,43.51,43.51,65.0,57.92,25,100.0
TMC010,01/17/2019 17:45,50.51,50.51,65.0,49.9,25,
TMC010,01/17/2019 17:50,50.41,50.41,65.0,49.99,25,
TMC010,01/17/2019 17:55,55.15,55.15,65.0,45.69,25,
TMC010,01/17/2019 18:00,56.83,56.83,65.0,44.34,25,
TMC010,01/17/2019 18:05,55.81,55.81,65.0,45.16,25,
TMC010,01/17/2019 18:10,62.73,62.73,65.0,40.17,25,
TMC010,01/17/2019 18:15,61.74,61.74,65.0,40.82,25,
TMC010,01/17/2019 18:20,64.98,64.98,65.0,38.78,25,
TMC010,01/17/2019 18:25,60.97,60.97,65.0,41.33,25,
TMC010,01/17/2019 18:30,59.77,59.77,65.0,42.16,25,
TMC010,01/17/2019 18:35,64.13,64.13,65.0,39.29,25,
TMC010,01/17/2019 18:40,62.11,62.11,65.0,40.58,25,
TMC010,01/17/2019 18:45,63.48,63.48,65.0,39.7,25,
TMC010,01/17/2019 18:50,68.01,68.01,65.0,37.05,25,
TMC010,01/17/2019 18:55,70.0,70.0,65.0,36.0,25,
TMC010,01/17/2019 19:00,58.48,58.48,65.0,43.09,25,
TMC010,01/17/2019 19:05,63.67,63.67,65.0,39.58,25,
TMC010,01/17/2019 19:10,61.91,61.91,65.0,40.71,25,
TMC010,01/17/2019 19:15,57.24,57.24,65.0,44.02,25,
TMC010,01/17/2019 19:20,57.2,57.2,65.0,44.05,25,
TMC010,01/17/2019 19:25,61.99,61.99,65.0,40.65,25,
TMC010,01/17/2019 19:30,55.04,55.04,65.0,45.78,25,
TMC010,01/17/2019 19:35,67.65,67.65,65.0,37.25,25,
TMC010,01/17/2019 19:40,60.45,60.45,65.0,41.69,25,
TMC010,01/17/2019 19:45,60.32,60.32,65.0,41.78,25,
TMC010,01/17/2019 19:50,64.52,64.52,65.0,39.06,25,
TMC010,01/17/2019 19:55,61.87,61.87,65.0,40.73,25,
TMC010,01/17/2019 20:00,67.08,67.08,65.0,37.57,25,
TMC010,01/17/2019 20:05,63.6,63.6,65.0,39.62,25,
TMC010,01/17/2019 20:10,62.13,62.13,65.0,40.56,25,
TMC010,01/17/2019 20:15,61.34,61.34,65.0,41.08,25,
TMC010,01/17/2019 20:20,56.93,56.93,65.0,44.26,25,
TMC010,01/17/2019 20:25,61.66,61.66,65.0,40.87,25,
TMC010,01/17/2019 20:30,54.19,54.19,65.0,46.5,25,
TMC010,01/17/2019 20:35,61.87,61.87,65.0,40.73,25,
TMC010,01/17/2019 20:40,67.34,67.34,65.0,37.42,25,
TMC010,01/17/2019 20:45,56.61,56.61,65.0,44.51,25,
TMC010,01/17/2019 20:50,70.0,70.0,65.0,36.0,25,
TMC010,01/17/2019 20:55,62.3,62.3,65.0,40.45,25,
TMC010,01/17/2019 21:00,59.04,59.04,65.0,42.69,25,
TMC010,01/17/2019 21:05,59.25,59.25,65.0,42.53,25,
TMC010,01/17/2019 21:10,61.14,61.14,65.0,41.22,25,
TMC010,01/17/2019 21:15,66.8,66.8,65.0,37.72,25,
TMC010,01/17/2019 21:20,67.39,67.39,65.0,37.4,25,
TMC010,01/17/2019 21:25,65.15,65.15,65.0,38.68,25,
TMC010,01/17/2019 21:30,57.5,57.5,65.0,43.83,25,
TMC010,01/17/2019 21:35,67.12,67.12,65.0,37.54,25,
TMC010,01/17/2019 21:40,56.86,56.86,65.0,44.32,25,
TMC010,01/17/2019 21:45,54.91,54.91,65.0,45.89,25,
TMC010,01/17/2019 21:50,63.45,63.45,65.0,39.72,25,
TMC010,01/17/2019 21:55,64.91,64.91,65.0,38.82,25,
TMC010,01/17/2019 22:00,61.81,61.81,65.0,40.77,25,
TMC010,01/17/2019 22:05,64.76,64.76,65.0,38.92,25,
TMC010,01/17/2019 22:10,62.02,62.02,65.0,40.63,25,
TMC010,01/17/2019 22:15,62.98,62.98,65.0,40.01,25,
TMC010,01/17/2019 22:20,62.24,62.24,65.0,40.49,25,
TMC010,01/17/2019 22:25,65.94,65.94,65.0,38.22,25,
TMC010,01/17/2019 22:30,61.06,61.06,65.0,41.27,25,
TMC010,01/17/2019 22:35,61.22,61.22,65.0,41.16,25,
TMC010,01/17/2019 22:40,63.76,63.76,65.0,39.53,25,
TMC010,01/17/2019 22:45,59.35,59.35,65.0,42.46,25,
TMC010,01/17/2019 22:50,54.98,54.98,65.0,45.84,25,
TMC010,01/17/2019 22:55,59.02,59.02,65.0,42.7,25,
TMC010,01/17/2019 23:00,65.22,65.22,65.0,38.64,25,
TMC010,01/17/2019 23:05,64.91,64.91,65.0,38.82,25,
TMC010,01/17/2019 23:10,64.74,64.74,65.0,38.93,25,
TMC010,01/17/2019 23:15,60.18,60.18,65.0,41.87,25,
TMC010,01/17/2019 23:20,62.12,62.12,65.0,40.57,25,
TMC010,01/17/2019 23:25,65.26,65.26,65.0,38.62,25,
TMC010,01/17/2019 23:30,59.08,59.08,65.0,42.66,25,
TMC010,01/17/2019 23:35,62.11,62.11,65.0,40.57,25,
TMC010,01/17/2019 23:40,66.41,66.41,65.0,37.95,25,
TMC010,01/17/2019 23:45,60.66,60.66,65.0,41.54,25,
TMC010,01/17/2019 23:50,62.97,62.97,65.0,40.02,25,
TMC010,01/17/2019 23:55,65.51,65.51,65.0,38.47,25,
TMC001,01/18/2019 00:00,57.21,57.21,65.0,44.05,25,
TMC001,01/18/2019 00:05,61.36,61.36,65.0,41.07,25,
TMC001,01/18/2019 00:10,62.38,62.38,65.0,40.4,25,
